# field on trajectory
# s[mm] rx[mm] ry[mm] rz[mm] bx[T] by[T] bz[T]
2.6000000000000010e+00 -1.8774629831010050e-04 +0.0000000000000000e+00 +2.5999999909618783e+00 +0.0000000000000000e+00 -5.5584816570311302e-01 +0.0000000000000000e+00
2.7000000000000011e+00 -2.0246605941491396e-04 +0.0000000000000000e+00 +2.6999999898783931e+00 +0.0000000000000000e+00 -5.5584828059673219e-01 +0.0000000000000000e+00
2.8000000000000012e+00 -2.1774128427100656e-04 +0.0000000000000000e+00 +2.7999999887116021e+00 +0.0000000000000000e+00 -5.5584839982596790e-01 +0.0000000000000000e+00
2.9000000000000012e+00 -2.3357197299705377e-04 +0.0000000000000000e+00 +2.8999999874584201e+00 +0.0000000000000000e+00 -5.5584852339082114e-01 +0.0000000000000000e+00
3.0000000000000013e+00 -2.4995812571604651e-04 +0.0000000000000000e+00 +2.9999999861157614e+00 +0.0000000000000000e+00 -5.5584865129129291e-01 +0.0000000000000000e+00
3.1000000000000014e+00 -2.6689974255529120e-04 +0.0000000000000000e+00 +3.0999999846805411e+00 +0.0000000000000000e+00 -5.5584878352738409e-01 +0.0000000000000000e+00
3.2000000000000015e+00 -2.8439682364640972e-04 +0.0000000000000000e+00 +3.1999999831496733e+00 +0.0000000000000000e+00 -5.5584892009909592e-01 +0.0000000000000000e+00
3.3000000000000016e+00 -3.0244936912533950e-04 +0.0000000000000000e+00 +3.2999999815200729e+00 +0.0000000000000000e+00 -5.5584906100642917e-01 +0.0000000000000000e+00
3.4000000000000017e+00 -3.2105737913233336e-04 +0.0000000000000000e+00 +3.3999999797886540e+00 +0.0000000000000000e+00 -5.5584920624938516e-01 +0.0000000000000000e+00
3.5000000000000018e+00 -3.4022085381195963e-04 +0.0000000000000000e+00 +3.4999999779523314e+00 +0.0000000000000000e+00 -5.5584935582796502e-01 +0.0000000000000000e+00
3.6000000000000019e+00 -3.5993979331310215e-04 +0.0000000000000000e+00 +3.5999999760080201e+00 +0.0000000000000000e+00 -5.5584950974216973e-01 +0.0000000000000000e+00
3.7000000000000020e+00 -3.8021419778896026e-04 +0.0000000000000000e+00 +3.6999999739526341e+00 +0.0000000000000000e+00 -5.5584966799200064e-01 +0.0000000000000000e+00
3.8000000000000020e+00 -4.0104406739704875e-04 +0.0000000000000000e+00 +3.7999999717830883e+00 +0.0000000000000000e+00 -5.5584983057745896e-01 +0.0000000000000000e+00
3.9000000000000021e+00 -4.2242940229919791e-04 +0.0000000000000000e+00 +3.8999999694962968e+00 +0.0000000000000000e+00 -5.5584999749854591e-01 +0.0000000000000000e+00
4.0000000000000018e+00 -4.4437020266155353e-04 +0.0000000000000000e+00 +3.9999999670891748e+00 +0.0000000000000000e+00 -5.5585016875526272e-01 +0.0000000000000000e+00
4.1000000000000014e+00 -4.6686646865457687e-04 +0.0000000000000000e+00 +4.0999999645586360e+00 +0.0000000000000000e+00 -5.5585034434761094e-01 +0.0000000000000000e+00
4.2000000000000011e+00 -4.8991820045304467e-04 +0.0000000000000000e+00 +4.1999999619015957e+00 +0.0000000000000000e+00 -5.5585052427559167e-01 +0.0000000000000000e+00
4.3000000000000007e+00 -5.1352539823604931e-04 +0.0000000000000000e+00 +4.2999999591149685e+00 +0.0000000000000000e+00 -5.5585070853920659e-01 +0.0000000000000000e+00
4.4000000000000004e+00 -5.3768806218699842e-04 +0.0000000000000000e+00 +4.3999999561956686e+00 +0.0000000000000000e+00 -5.5585089713845681e-01 +0.0000000000000000e+00
4.5000000000000000e+00 -5.6240619249361534e-04 +0.0000000000000000e+00 +4.4999999531406099e+00 +0.0000000000000000e+00 -5.5585109007334410e-01 +0.0000000000000000e+00
4.5999999999999996e+00 -5.8767978934793871e-04 +0.0000000000000000e+00 +4.5999999499467075e+00 +0.0000000000000000e+00 -5.5585128734386979e-01 +0.0000000000000000e+00
4.6999999999999993e+00 -6.1350885294632286e-04 +0.0000000000000000e+00 +4.6999999466108759e+00 +0.0000000000000000e+00 -5.5585148895003533e-01 +0.0000000000000000e+00
4.7999999999999989e+00 -6.3989338348943757e-04 +0.0000000000000000e+00 +4.7999999431300298e+00 +0.0000000000000000e+00 -5.5585169489184261e-01 +0.0000000000000000e+00
4.8999999999999986e+00 -6.6683338118226807e-04 +0.0000000000000000e+00 +4.8999999395010834e+00 +0.0000000000000000e+00 -5.5585190516929284e-01 +0.0000000000000000e+00
4.9999999999999982e+00 -6.9432884623411514e-04 +0.0000000000000000e+00 +4.9999999357209521e+00 +0.0000000000000000e+00 -5.5585211978238791e-01 +0.0000000000000000e+00
5.0999999999999979e+00 -7.2237977885859501e-04 +0.0000000000000000e+00 +5.0999999317865496e+00 +0.0000000000000000e+00 -5.5585233873112938e-01 +0.0000000000000000e+00
5.1999999999999975e+00 -7.5098617927363948e-04 +0.0000000000000000e+00 +5.1999999276947904e+00 +0.0000000000000000e+00 -5.5585256201551902e-01 +0.0000000000000000e+00
5.2999999999999972e+00 -7.8014804770149579e-04 +0.0000000000000000e+00 +5.2999999234425887e+00 +0.0000000000000000e+00 -5.5585278963555851e-01 +0.0000000000000000e+00
5.3999999999999968e+00 -8.0986538436872684e-04 +0.0000000000000000e+00 +5.3999999190268593e+00 +0.0000000000000000e+00 -5.5585302159124972e-01 +0.0000000000000000e+00
5.4999999999999964e+00 -8.4013818950621078e-04 +0.0000000000000000e+00 +5.4999999144445173e+00 +0.0000000000000000e+00 -5.5585325788259421e-01 +0.0000000000000000e+00
5.5999999999999961e+00 -8.7096646334914153e-04 +0.0000000000000000e+00 +5.5999999096924764e+00 +0.0000000000000000e+00 -5.5585349850959409e-01 +0.0000000000000000e+00
5.6999999999999957e+00 -9.0235020613702846e-04 +0.0000000000000000e+00 +5.6999999047676511e+00 +0.0000000000000000e+00 -5.5585374347225114e-01 +0.0000000000000000e+00
5.7999999999999954e+00 -9.3428941811369627e-04 +0.0000000000000000e+00 +5.7999998996669557e+00 +0.0000000000000000e+00 -5.5585399277056713e-01 +0.0000000000000000e+00
5.8999999999999950e+00 -9.6678409952728544e-04 +0.0000000000000000e+00 +5.8999998943873058e+00 +0.0000000000000000e+00 -5.5585424640454417e-01 +0.0000000000000000e+00
5.9999999999999947e+00 -9.9983425063025180e-04 +0.0000000000000000e+00 +5.9999998889256148e+00 +0.0000000000000000e+00 -5.5585450437418416e-01 +0.0000000000000000e+00
6.0999999999999943e+00 -1.0334398716793669e-03 +0.0000000000000000e+00 +6.0999998832787972e+00 +0.0000000000000000e+00 -5.5585476667948908e-01 +0.0000000000000000e+00
6.1999999999999940e+00 -1.0676009629357176e-03 +0.0000000000000000e+00 +6.1999998774437675e+00 +0.0000000000000000e+00 -5.5585503332046104e-01 +0.0000000000000000e+00
6.2999999999999936e+00 -1.1023175246647064e-03 +0.0000000000000000e+00 +6.2999998714174401e+00 +0.0000000000000000e+00 -5.5585530429710206e-01 +0.0000000000000000e+00
6.3999999999999932e+00 -1.1375895571360513e-03 +0.0000000000000000e+00 +6.3999998651967296e+00 +0.0000000000000000e+00 -5.5585557960941423e-01 +0.0000000000000000e+00
6.4999999999999929e+00 -1.1734170606237857e-03 +0.0000000000000000e+00 +6.4999998587785512e+00 +0.0000000000000000e+00 -5.5585585925739966e-01 +0.0000000000000000e+00
6.5999999999999925e+00 -1.2098000354062587e-03 +0.0000000000000000e+00 +6.5999998521598178e+00 +0.0000000000000000e+00 -5.5585614324106070e-01 +0.0000000000000000e+00
6.6999999999999922e+00 -1.2467384817661351e-03 +0.0000000000000000e+00 +6.6999998453374445e+00 +0.0000000000000000e+00 -5.5585643156039932e-01 +0.0000000000000000e+00
6.7999999999999918e+00 -1.2842323999903947e-03 +0.0000000000000000e+00 +6.7999998383083460e+00 +0.0000000000000000e+00 -5.5585672421541799e-01 +0.0000000000000000e+00
6.8999999999999915e+00 -1.3222817903703334e-03 +0.0000000000000000e+00 +6.8999998310694366e+00 +0.0000000000000000e+00 -5.5585702120611868e-01 +0.0000000000000000e+00
6.9999999999999911e+00 -1.3608866532015625e-03 +0.0000000000000000e+00 +6.9999998236176308e+00 +0.0000000000000000e+00 -5.5585732253250408e-01 +0.0000000000000000e+00
7.0999999999999908e+00 -1.4000469887840085e-03 +0.0000000000000000e+00 +7.0999998159498423e+00 +0.0000000000000000e+00 -5.5585762819457618e-01 +0.0000000000000000e+00
7.1999999999999904e+00 -1.4397627974219139e-03 +0.0000000000000000e+00 +7.1999998080629863e+00 +0.0000000000000000e+00 -5.5585793819233764e-01 +0.0000000000000000e+00
7.2999999999999901e+00 -1.4800340794238365e-03 +0.0000000000000000e+00 +7.2999997999539765e+00 +0.0000000000000000e+00 -5.5585825252579069e-01 +0.0000000000000000e+00
7.3999999999999897e+00 -1.5208608351026498e-03 +0.0000000000000000e+00 +7.3999997916197273e+00 +0.0000000000000000e+00 -5.5585857119493776e-01 +0.0000000000000000e+00
7.4999999999999893e+00 -1.5622430647755426e-03 +0.0000000000000000e+00 +7.4999997830571541e+00 +0.0000000000000000e+00 -5.5585889419978141e-01 +0.0000000000000000e+00
7.5999999999999890e+00 -1.6041807687640196e-03 +0.0000000000000000e+00 +7.5999997742631704e+00 +0.0000000000000000e+00 -5.5585922154032419e-01 +0.0000000000000000e+00
7.6999999999999886e+00 -1.6466739473939007e-03 +0.0000000000000000e+00 +7.6999997652346899e+00 +0.0000000000000000e+00 -5.5585955321656855e-01 +0.0000000000000000e+00
7.7999999999999883e+00 -1.6897226009953215e-03 +0.0000000000000000e+00 +7.7999997559686278e+00 +0.0000000000000000e+00 -5.5585988922851703e-01 +0.0000000000000000e+00
7.8999999999999879e+00 -1.7333267299027334e-03 +0.0000000000000000e+00 +7.8999997464618987e+00 +0.0000000000000000e+00 -5.5586022957617232e-01 +0.0000000000000000e+00
7.9999999999999876e+00 -1.7774863344549030e-03 +0.0000000000000000e+00 +7.9999997367114162e+00 +0.0000000000000000e+00 -5.5586057425953717e-01 +0.0000000000000000e+00
8.0999999999999872e+00 -1.8222014149949126e-03 +0.0000000000000000e+00 +8.0999997267140955e+00 +0.0000000000000000e+00 -5.5586092327861403e-01 +0.0000000000000000e+00
8.1999999999999869e+00 -1.8674719718701602e-03 +0.0000000000000000e+00 +8.1999997164668503e+00 +0.0000000000000000e+00 -5.5586127663340568e-01 +0.0000000000000000e+00
8.2999999999999865e+00 -1.9132980054323591e-03 +0.0000000000000000e+00 +8.2999997059665951e+00 +0.0000000000000000e+00 -5.5586163432391500e-01 +0.0000000000000000e+00
8.3999999999999861e+00 -1.9596795160375384e-03 +0.0000000000000000e+00 +8.3999996952102425e+00 +0.0000000000000000e+00 -5.5586199635014466e-01 +0.0000000000000000e+00
8.4999999999999858e+00 -2.0066165040460429e-03 +0.0000000000000000e+00 +8.4999996841947087e+00 +0.0000000000000000e+00 -5.5586236271209744e-01 +0.0000000000000000e+00
8.5999999999999854e+00 -2.0541089698225328e-03 +0.0000000000000000e+00 +8.5999996729169084e+00 +0.0000000000000000e+00 -5.5586273340977621e-01 +0.0000000000000000e+00
8.6999999999999851e+00 -2.1021569137359840e-03 +0.0000000000000000e+00 +8.6999996613737540e+00 +0.0000000000000000e+00 -5.5586310844318387e-01 +0.0000000000000000e+00
8.7999999999999847e+00 -2.1507603361596876e-03 +0.0000000000000000e+00 +8.7999996495621620e+00 +0.0000000000000000e+00 -5.5586348781232342e-01 +0.0000000000000000e+00
8.8999999999999844e+00 -2.1999192374712504e-03 +0.0000000000000000e+00 +8.8999996374790449e+00 +0.0000000000000000e+00 -5.5586387151719774e-01 +0.0000000000000000e+00
8.9999999999999840e+00 -2.2496336180525952e-03 +0.0000000000000000e+00 +8.9999996251213172e+00 +0.0000000000000000e+00 -5.5586425955780971e-01 +0.0000000000000000e+00
9.0999999999999837e+00 -2.2999034782899604e-03 +0.0000000000000000e+00 +9.0999996124858935e+00 +0.0000000000000000e+00 -5.5586465193416246e-01 +0.0000000000000000e+00
9.1999999999999833e+00 -2.3507288185738995e-03 +0.0000000000000000e+00 +9.1999995995696882e+00 +0.0000000000000000e+00 -5.5586504864625896e-01 +0.0000000000000000e+00
9.2999999999999829e+00 -2.4021096392992818e-03 +0.0000000000000000e+00 +9.2999995863696157e+00 +0.0000000000000000e+00 -5.5586544969410234e-01 +0.0000000000000000e+00
9.3999999999999826e+00 -2.4540459408652921e-03 +0.0000000000000000e+00 +9.3999995728825887e+00 +0.0000000000000000e+00 -5.5586585507769581e-01 +0.0000000000000000e+00
9.4999999999999822e+00 -2.5065377236754313e-03 +0.0000000000000000e+00 +9.4999995591055235e+00 +0.0000000000000000e+00 -5.5586626479704238e-01 +0.0000000000000000e+00
9.5999999999999819e+00 -2.5595849881375156e-03 +0.0000000000000000e+00 +9.5999995450353328e+00 +0.0000000000000000e+00 -5.5586667885214525e-01 +0.0000000000000000e+00
9.6999999999999815e+00 -2.6131877346636761e-03 +0.0000000000000000e+00 +9.6999995306689311e+00 +0.0000000000000000e+00 -5.5586709724300765e-01 +0.0000000000000000e+00
9.7999999999999812e+00 -2.6673459636703612e-03 +0.0000000000000000e+00 +9.7999995160032327e+00 +0.0000000000000000e+00 -5.5586751996963291e-01 +0.0000000000000000e+00
9.8999999999999808e+00 -2.7220596755783331e-03 +0.0000000000000000e+00 +9.8999995010351522e+00 +0.0000000000000000e+00 -5.5586794703202413e-01 +0.0000000000000000e+00
9.9999999999999805e+00 -2.7773288708126710e-03 +0.0000000000000000e+00 +9.9999994857616024e+00 +0.0000000000000000e+00 -5.5586837843018488e-01 +0.0000000000000000e+00
1.0099999999999980e+01 -2.8331535498027690e-03 +0.0000000000000000e+00 +1.0099999470179499e+01 +0.0000000000000000e+00 -5.5586881416411826e-01 +0.0000000000000000e+00
1.0199999999999980e+01 -2.8895337129823369e-03 +0.0000000000000000e+00 +1.0199999454285756e+01 +0.0000000000000000e+00 -5.5586925423382794e-01 +0.0000000000000000e+00
1.0299999999999979e+01 -2.9464693607894003e-03 +0.0000000000000000e+00 +1.0299999438077286e+01 +0.0000000000000000e+00 -5.5586969863931701e-01 +0.0000000000000000e+00
1.0399999999999979e+01 -3.0039604936663001e-03 +0.0000000000000000e+00 +1.0399999421551005e+01 +0.0000000000000000e+00 -5.5587014738058915e-01 +0.0000000000000000e+00
1.0499999999999979e+01 -3.0620071120596934e-03 +0.0000000000000000e+00 +1.0499999404703825e+01 +0.0000000000000000e+00 -5.5587060045764780e-01 +0.0000000000000000e+00
1.0599999999999978e+01 -3.1206092164205524e-03 +0.0000000000000000e+00 +1.0599999387532662e+01 +0.0000000000000000e+00 -5.5587105787049640e-01 +0.0000000000000000e+00
1.0699999999999978e+01 -3.1797668072041656e-03 +0.0000000000000000e+00 +1.0699999370034430e+01 +0.0000000000000000e+00 -5.5587151961913861e-01 +0.0000000000000000e+00
1.0799999999999978e+01 -3.2394798848701363e-03 +0.0000000000000000e+00 +1.0799999352206042e+01 +0.0000000000000000e+00 -5.5587198570357799e-01 +0.0000000000000000e+00
1.0899999999999977e+01 -3.2997484498823843e-03 +0.0000000000000000e+00 +1.0899999334044413e+01 +0.0000000000000000e+00 -5.5587245612381819e-01 +0.0000000000000000e+00
1.0999999999999977e+01 -3.3605725027091443e-03 +0.0000000000000000e+00 +1.0999999315546455e+01 +0.0000000000000000e+00 -5.5587293087986267e-01 +0.0000000000000000e+00
1.1099999999999977e+01 -3.4219520438229672e-03 +0.0000000000000000e+00 +1.1099999296709084e+01 +0.0000000000000000e+00 -5.5587340997171542e-01 +0.0000000000000000e+00
1.1199999999999976e+01 -3.4838870737007193e-03 +0.0000000000000000e+00 +1.1199999277529214e+01 +0.0000000000000000e+00 -5.5587389339937987e-01 +0.0000000000000000e+00
1.1299999999999976e+01 -3.5463775928235826e-03 +0.0000000000000000e+00 +1.1299999258003758e+01 +0.0000000000000000e+00 -5.5587438116286003e-01 +0.0000000000000000e+00
1.1399999999999975e+01 -3.6094236016770546e-03 +0.0000000000000000e+00 +1.1399999238129631e+01 +0.0000000000000000e+00 -5.5587487326215956e-01 +0.0000000000000000e+00
1.1499999999999975e+01 -3.6730251007509487e-03 +0.0000000000000000e+00 +1.1499999217903747e+01 +0.0000000000000000e+00 -5.5587536969728224e-01 +0.0000000000000000e+00
1.1599999999999975e+01 -3.7371820905393945e-03 +0.0000000000000000e+00 +1.1599999197323021e+01 +0.0000000000000000e+00 -5.5587587046823195e-01 +0.0000000000000000e+00
1.1699999999999974e+01 -3.8018945715408360e-03 +0.0000000000000000e+00 +1.1699999176384363e+01 +0.0000000000000000e+00 -5.5587637557501268e-01 +0.0000000000000000e+00
1.1799999999999974e+01 -3.8671625442580344e-03 +0.0000000000000000e+00 +1.1799999155084691e+01 +0.0000000000000000e+00 -5.5587688501762833e-01 +0.0000000000000000e+00
1.1899999999999974e+01 -3.9329860091980653e-03 +0.0000000000000000e+00 +1.1899999133420918e+01 +0.0000000000000000e+00 -5.5587739879608278e-01 +0.0000000000000000e+00
1.1999999999999973e+01 -3.9993649668723201e-03 +0.0000000000000000e+00 +1.1999999111389958e+01 +0.0000000000000000e+00 -5.5587791691038002e-01 +0.0000000000000000e+00
1.2099999999999973e+01 -4.0662994177965072e-03 +0.0000000000000000e+00 +1.2099999088988723e+01 +0.0000000000000000e+00 -5.5587843936052417e-01 +0.0000000000000000e+00
1.2199999999999973e+01 -4.1337893624906492e-03 +0.0000000000000000e+00 +1.2199999066214128e+01 +0.0000000000000000e+00 -5.5587896614651922e-01 +0.0000000000000000e+00
1.2299999999999972e+01 -4.2018348014790851e-03 +0.0000000000000000e+00 +1.2299999043063087e+01 +0.0000000000000000e+00 -5.5587949726836927e-01 +0.0000000000000000e+00
1.2399999999999972e+01 -4.2704357352904695e-03 +0.0000000000000000e+00 +1.2399999019532515e+01 +0.0000000000000000e+00 -5.5588003272607844e-01 +0.0000000000000000e+00
1.2499999999999972e+01 -4.3395921644577727e-03 +0.0000000000000000e+00 +1.2499998995619325e+01 +0.0000000000000000e+00 -5.5588057251965095e-01 +0.0000000000000000e+00
1.2599999999999971e+01 -4.4093040895182810e-03 +0.0000000000000000e+00 +1.2599998971320431e+01 +0.0000000000000000e+00 -5.5588111664909090e-01 +0.0000000000000000e+00
1.2699999999999971e+01 -4.4795715110135959e-03 +0.0000000000000000e+00 +1.2699998946632746e+01 +0.0000000000000000e+00 -5.5588166511440251e-01 +0.0000000000000000e+00
1.2799999999999971e+01 -4.5503944294896350e-03 +0.0000000000000000e+00 +1.2799998921553186e+01 +0.0000000000000000e+00 -5.5588221791559023e-01 +0.0000000000000000e+00
1.2899999999999970e+01 -4.6217728454966316e-03 +0.0000000000000000e+00 +1.2899998896078664e+01 +0.0000000000000000e+00 -5.5588277505265815e-01 +0.0000000000000000e+00
1.2999999999999970e+01 -4.6937067595891344e-03 +0.0000000000000000e+00 +1.2999998870206092e+01 +0.0000000000000000e+00 -5.5588333652561062e-01 +0.0000000000000000e+00
1.3099999999999969e+01 -4.7661961723260080e-03 +0.0000000000000000e+00 +1.3099998843932385e+01 +0.0000000000000000e+00 -5.5588390233445206e-01 +0.0000000000000000e+00
1.3199999999999969e+01 -4.8392410842704328e-03 +0.0000000000000000e+00 +1.3199998817254457e+01 +0.0000000000000000e+00 -5.5588447247918693e-01 +0.0000000000000000e+00
1.3299999999999969e+01 -4.9128414959899048e-03 +0.0000000000000000e+00 +1.3299998790169221e+01 +0.0000000000000000e+00 -5.5588504695981955e-01 +0.0000000000000000e+00
1.3399999999999968e+01 -4.9869974080562363e-03 +0.0000000000000000e+00 +1.3399998762673592e+01 +0.0000000000000000e+00 -5.5588562577635436e-01 +0.0000000000000000e+00
1.3499999999999968e+01 -5.0617088210455552e-03 +0.0000000000000000e+00 +1.3499998734764484e+01 +0.0000000000000000e+00 -5.5588620892879603e-01 +0.0000000000000000e+00
1.3599999999999968e+01 -5.1369757355383041e-03 +0.0000000000000000e+00 +1.3599998706438809e+01 +0.0000000000000000e+00 -5.5588679641714889e-01 +0.0000000000000000e+00
1.3699999999999967e+01 -5.2127981521192428e-03 +0.0000000000000000e+00 +1.3699998677693483e+01 +0.0000000000000000e+00 -5.5588738824141759e-01 +0.0000000000000000e+00
1.3799999999999967e+01 -5.2891760713774461e-03 +0.0000000000000000e+00 +1.3799998648525417e+01 +0.0000000000000000e+00 -5.5588798440160681e-01 +0.0000000000000000e+00
1.3899999999999967e+01 -5.3661094939063047e-03 +0.0000000000000000e+00 +1.3899998618931527e+01 +0.0000000000000000e+00 -5.5588858489772097e-01 +0.0000000000000000e+00
1.3999999999999966e+01 -5.4435984203035246e-03 +0.0000000000000000e+00 +1.3999998588908724e+01 +0.0000000000000000e+00 -5.5588918972976498e-01 +0.0000000000000000e+00
1.4099999999999966e+01 -5.5216428511711286e-03 +0.0000000000000000e+00 +1.4099998558453924e+01 +0.0000000000000000e+00 -5.5588979889774337e-01 +0.0000000000000000e+00
1.4199999999999966e+01 -5.6002427871154545e-03 +0.0000000000000000e+00 +1.4199998527564041e+01 +0.0000000000000000e+00 -5.5589041240166093e-01 +0.0000000000000000e+00
1.4299999999999965e+01 -5.6793982287471562e-03 +0.0000000000000000e+00 +1.4299998496235988e+01 +0.0000000000000000e+00 -5.5589103024152253e-01 +0.0000000000000000e+00
1.4399999999999965e+01 -5.7591091766812036e-03 +0.0000000000000000e+00 +1.4399998464466679e+01 +0.0000000000000000e+00 -5.5589165241733274e-01 +0.0000000000000000e+00
1.4499999999999964e+01 -5.8393756315368818e-03 +0.0000000000000000e+00 +1.4499998432253026e+01 +0.0000000000000000e+00 -5.5589227892909654e-01 +0.0000000000000000e+00
1.4599999999999964e+01 -5.9201975939377925e-03 +0.0000000000000000e+00 +1.4599998399591945e+01 +0.0000000000000000e+00 -5.5589290977681871e-01 +0.0000000000000000e+00
1.4699999999999964e+01 -6.0015750645118519e-03 +0.0000000000000000e+00 +1.4699998366480347e+01 +0.0000000000000000e+00 -5.5589354496050436e-01 +0.0000000000000000e+00
1.4799999999999963e+01 -6.0835080438912939e-03 +0.0000000000000000e+00 +1.4799998332915148e+01 +0.0000000000000000e+00 -5.5589418448015815e-01 +0.0000000000000000e+00
1.4899999999999963e+01 -6.1659965327126665e-03 +0.0000000000000000e+00 +1.4899998298893260e+01 +0.0000000000000000e+00 -5.5589482833578530e-01 +0.0000000000000000e+00
1.4999999999999963e+01 -6.2490405316168339e-03 +0.0000000000000000e+00 +1.4999998264411596e+01 +0.0000000000000000e+00 -5.5589547652739058e-01 +0.0000000000000000e+00
1.5099999999999962e+01 -6.3326400412489769e-03 +0.0000000000000000e+00 +1.5099998229467072e+01 +0.0000000000000000e+00 -5.5589612905497920e-01 +0.0000000000000000e+00
1.5199999999999962e+01 -6.4167950622585918e-03 +0.0000000000000000e+00 +1.5199998194056599e+01 +0.0000000000000000e+00 -5.5589678591855618e-01 +0.0000000000000000e+00
1.5299999999999962e+01 -6.5015055952994897e-03 +0.0000000000000000e+00 +1.5299998158177091e+01 +0.0000000000000000e+00 -5.5589744711812661e-01 +0.0000000000000000e+00
